Date,Discharge
2025-03-28,2931.889
2025-03-29,2968.9375
2025-03-30,2931.3892
2025-03-31,2883.4639
2025-04-01,2935.703
2025-04-02,2892.0903
2025-04-03,2810.734
2025-04-04,2763.8318
2025-04-05,2815.6572
2025-04-06,2794.2253
2025-04-07,2763.373
2025-04-08,2833.2583
2025-04-09,2807.495
2025-04-10,2743.8416
2025-04-11,2714.1802
2025-04-12,2782.5088
2025-04-13,2776.616
2025-04-14,2760.1633
2025-04-15,2843.1907
2025-04-16,2829.2483
2025-04-17,2776.0881
2025-04-18,2755.638
2025-04-19,2831.988
2025-04-20,2833.0608
2025-04-21,2822.685
2025-04-22,2911.0903
2025-04-23,2902.0337
2025-04-24,2853.4758
2025-04-25,2837.5474
2025-04-26,2918.5269
2025-04-27,2924.4978
2025-04-28,2919.4177
2025-04-29,3013.6035
2025-04-30,3010.8533
2025-05-01,2969.1174
2025-05-02,2960.4666
2025-05-03,3049.0645
2025-05-04,3062.831
2025-05-05,3065.513
2025-05-06,3167.1772
2025-05-07,3171.3374
2025-05-08,3135.637
2025-05-09,3131.8245
2025-05-10,3223.7395
2025-05-11,3238.9863
2025-05-12,3241.0176
2025-05-13,3339.637
2025-05-14,3338.139
2025-05-15,3294.001
2025-05-16,3278.868
2025-05-17,3356.5452
2025-05-18,3354.6772
2025-05-19,3336.8352
2025-05-20,3413.0203
2025-05-21,3386.8032
2025-05-22,3316.0125
2025-05-23,3272.712
2025-05-24,3321.1887
2025-05-25,3289.6204
2025-05-26,3242.1511
